,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
970,54,4.48E-02,NaN,2.74E+05,0.527,2.65E-06,0.101,-9.501,0.026,113.881,NaN,Rock
971,54,1.73E-01,0.811,2.51E+05,0.472,4.07E-01,0.097,-13.446,0.043,131.983,0.822,Rock
972,NaN,5.40E-01,0.862,NaN,0.412,NaN,0.061,-4.877,0.045,99.964,0.614,Blues
973,63,9.15E-02,0.546,2.05E+05,0.786,8.67E-05,0.168,-5.06,0.04,126.003,0.679,Rock
974,69,4.16E-02,0.341,2.56E+05,0.674,5.47E-06,0.345,-7.643,0.049,88.933,0.452,Rock
975,53,NaN,0.107,3.45E+05,NaN,9.34E-01,0.081,-16.15,0.034,77.787,0.036,Rock
976,30,8.32E-01,0.184,3.29E+05,0.092,9.40E-01,0.112,-17.91,0.041,127.207,0.033,Jazz
977,55,1.21E-01,0.625,2.19E+05,0.826,0.00E+00,0.158,-5.037,0.033,99.919,0.699,Rock
978,NaN,2.79E-01,0.516,NaN,0.738,NaN,NaN,-7.21,0.415,NaN,0.595,Rap
979,49,2.69E-01,NaN,2.99E+05,0.895,4.17E-06,0.4,-3.258,0.335,167.974,NaN,Hip-Hop
980,55,NaN,NaN,1.51E+05,NaN,2.04E-05,0.075,-12.617,0.03,129.175,NaN,NaN
981,57,9.93E-02,0.439,2.58E+05,0.591,2.25E-03,0.072,-6.407,0.042,125.893,0.397,Rock
982,53,NaN,0.45,4.16E+05,NaN,2.84E-04,0.041,-14.218,0.033,118.782,0.366,Rock
983,46,NaN,NaN,1.65E+05,NaN,2.87E-05,0.062,-12.848,0.033,120.406,NaN,Blues
984,70,2.72E-01,0.47,-1.00E+00,0.809,6.71E-03,0.049,-6.74,0.05,151.836,0.49,Rock
985,53,2.52E-04,0.276,2.66E+05,0.883,4.62E-01,0.097,-5.625,0.045,164.052,0.164,Rock
986,61,6.08E-01,0.673,1.17E+05,0.349,0.00E+00,0.38,-12.414,0.037,124.451,0.609,Rock
987,49,1.21E-02,0.3,1.81E+05,0.965,7.42E-04,0.687,-6.724,0.043,178.963,0.793,Country
988,52,NaN,0.397,2.24E+05,NaN,1.18E-01,0.109,-11.766,0.036,117.971,0.343,Rock
989,0,9.86E-01,0.343,2.59E+05,0.015,9.08E-01,0.181,-30.433,0.045,169.22,0.102,Classical
990,54,6.55E-01,0.699,2.52E+05,0.197,0.00E+00,0.072,-14.792,0.038,122.871,0.361,Rock
991,79,NaN,0.623,1.91E+05,NaN,0.00E+00,0.135,-8.699,0.035,130.032,0.721,Rock
992,52,1.52E-01,0.715,1.30E+05,0.684,0.00E+00,0.473,-8.138,0.549,89.963,0.767,Hip-Hop
993,53,8.24E-03,0.502,2.12E+05,0.758,0.00E+00,0.102,-5.035,0.072,149.738,0.423,Rock
994,66,4.44E-01,0.579,2.46E+05,0.605,6.45E-04,0.11,-6.686,0.033,121.793,0.74,Rock
995,59,NaN,0.597,1.83E+05,NaN,1.91E-03,0.501,-4.727,0.11,87.479,0.866,Rock
996,61,4.84E-04,0.348,1.88E+05,0.893,6.36E-05,0.281,-4.589,NaN,148.043,0.392,Rock
997,38,3.32E-02,0.608,2.19E+05,0.938,0.00E+00,0.31,-2.681,0.287,134.198,0.436,Electronic
998,63,NaN,0.691,1.99E+05,NaN,6.84E-04,0.119,-10.843,0.039,135.954,0.613,Rock
999,34,NaN,0.519,4.09E+05,NaN,7.87E-03,0.337,-6.85,0.03,125.844,0.152,Blues
